date,time,pair,side,strategy,entry,briefed_entry_zone,entry_dist_pips,in_zone,briefed_plan,plan_prob,plan_conf,exec_sl,briefed_sl,sl_dev_pips,exec_tp1,briefed_tp,tp_dev_pips,fire_path,mins_after_briefing,pnl_leg1_pips,pnl_all_legs_pips,pnl_source,close_reason,briefing_file
2026-08-25,07:35,EURUSD,BUY,BRIEFING_EXECUTION,11658.8,11657.5-11659.5,0.0,Y,Sell-side liquidity sweep then long,0.5,MEDIUM,11652.3,11652.0,0.3,11670.8,11670.45512,0.34,phase2_sweep_reclaim,122,12.0,11.0,logged,TP hit,briefing_EURUSD_2026-08-25_London.json
2026-08-25,14:30,GBPUSD,BUY,BRIEFING_EXECUTION,13634.7,13630.0-13635.0,0.0,Y,NY continuation long if London sweeps low,0.4,MEDIUM,13620.4,13622.0,1.6,13656.5,13642.57,13.93,trend_entry_fallback,119,8.25,9.125,logged,External/manual close detected (IG open positions),briefing_GBPUSD_2026-08-25_London.json
2026-08-27,06:10,USDCAD,BUY,BRIEFING_EXECUTION,13885.4,13883.0-13887.0,0.0,Y,NY reversal long if London ranges,0.35,MEDIUM,13875.8,13875.0,0.8,13893.3,13892.55,0.75,phase2_sweep_reclaim,34,-28.65,-28.65,single-leg,External/manual close detected (IG open positions),briefing_USDCAD_2026-08-27_London.json
2026-08-27,09:00,GBPUSD,SELL,BRIEFING_EXECUTION,13579.3,13578.0-13583.0,0.0,Y,Breakdown below yesterday's low continuation,0.38,MEDIUM,13594.6,13595.0,0.4,13549.8,13550.15,0.35,phase2_sweep_reclaim,209,-11.05,-11.05,single-leg,External/manual close detected (IG open positions),briefing_GBPUSD_2026-08-27_London.json
2026-08-28,08:20,USDJPY,SELL,BRIEFING_EXECUTION,15955.0,15952.5-15958.0,0.0,Y,Sell sweep above prev day high 15952.2,0.4,MEDIUM,15961.3,15962.0,0.7,15926.5,15927.17,0.67,phase2_sweep_reclaim,165,-14.6,-14.6,single-leg,External/manual close detected (IG open positions),briefing_USDJPY_2026-08-28_London.json
2026-08-31,13:10,USDCAD,SELL,BRIEFING_EXECUTION,13881.8,13892.0-13897.0,10.2,N,NY range continuation short from resistance,0.38,MEDIUM,13905.4,13906.0,0.6,13870.2,13883.99,13.79,trend_entry_fallback,33,1.15,5.6,logged,Breakeven stop hit (IG server-side),briefing_USDCAD_2026-08-31_NY.json
2026-08-31,13:35,GBPUSD,BUY,BRIEFING_EXECUTION,13544.0,13541.0-13544.0,0.0,Y,Bullish breakout above prev day high,0.35,MEDIUM,13537.0,13533.0,4.0,13570.6,13571.6,1.0,phase2_sweep_reclaim,64,3.65,7.1,logged,Breakeven stop hit (IG server-side),briefing_GBPUSD_2026-08-31_London.json
2026-08-31,14:25,EURUSD,BUY,BRIEFING_EXECUTION,11604.5,11600.0-11605.0,0.0,Y,Post-CPI bullish continuation (if London sweeps and reverses),0.55,MEDIUM,11592.4,11588.0,4.4,11620.4,11614.4,6.0,phase2_sweep_reclaim,111,16.3,13.15,logged,TP hit,briefing_EURUSD_2026-08-31_London.json
2026-09-01,13:10,USDCAD,BUY,BRIEFING_EXECUTION,13887.7,13882.0-13888.0,0.0,Y,London sweep reversal continuation,0.62,MEDIUM,13868.7,13868.0,0.7,13907.9,13907.25,0.65,phase2_sweep_reclaim,33,11.3,10.675,logged,External/manual close detected (IG open positions),briefing_USDCAD_2026-09-01_NY.json
2026-09-02,07:15,GBPUSD,SELL,BRIEFING_EXECUTION,13498.6,13496.0-13500.0,0.0,Y,Breakdown continuation,0.38,MEDIUM,13508.9,13510.0,1.1,13478.9,13480.0,1.1,phase2_sweep_reclaim,104,-11.55,-11.55,logged,SL hit,briefing_GBPUSD_2026-09-02_London.json
